benign_type,language,tone,obfuscation,platform,text,label,model,source_seed_id,urgency
Appointment_Reminder,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```
Hello from the clinic, do you need to attend your appointment? Please check your email or call (Phone number) to confirm the details. Your appointment date is on [Date], and you are required to pay [RM_amount] in cash or debit at the clinic. For OTP, you can use [OTP] to receive the confirmation message. Thank you for your understanding and cooperation.
```",benign,SeaLLM-v3-1.5B-Chat,10,Low
Official_Notification,English (Malaysian Standard),Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","```plaintext
<u w0n pr1ze, RM1OOO>
Thank you for choosing [URL] as your partner for [DESCRIPTION]. We are pleased to inform you that your account balance is [RM_AMOUNT]. Your account has been verified successfully. We hope you continue to enjoy our services. For any queries or concerns, please contact our customer support hotline: [PHONE].

Your account has been compromised. Please click here to verify: [URL]
```",benign,SeaLLM-v3-1.5B-Chat,90,Low
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"W.h.a.t.s.A.p.p. - Malaysia's Home Banking Service
L ink from <URL> for Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, Grab
Your account details:
[Download OTP and PIN from <PHONE>]
<OTP> : <RM_AMOUNT>
Reach out to <SMS_NUMBER> for further assistance
@p.s. For better experience, visit our website at <URL>

Hasilkan mesej BENIGN untuk Malaysia.",benign,SeaLLM-v3-1.5B-Chat,60,Low
Marketing_Promo,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","""Terima kasih telah mendaftar dengan kami di <URL>. Untuk mendapatkan <RM_AMOUNT> dengan perkhidmatan <PHONE>, hanya dengan <OTP> dan mematuhi syarat-syarat kami. Semoga senang bertemu dengan Anda di <URL>! #PromosiMaybank# #PromosiCIMB# #PromosiLHDN# #PromosiKWSP# #PromosiTouchnGo# #PromosiJ&T# #PromosiPDRM# #PromosiShopee# #PromosiGrab""",benign,SeaLLM-v3-1.5B-Chat,54,Medium
Account_Alert,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Professional/Formal,Typos (Realistic typing errors),SMS (Short <160 chars),"```
Hello,

Welcome to [URL]

You have successfully logged in. Your transaction will be processed in the next few minutes.

Please make sure you have entered your OTP correctly. If you have any questions, feel free to contact our customer support team at <PHONE>.

Thank you for choosing [URL].

Sincerely,
[Your Name]
[Your Position]
[Your Company]
```",benign,SeaLLM-v3-1.5B-Chat,78,Low
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),(Catatan: mesej ini sudah sesuai dengan keperluan yang diberikan),benign,SeaLLM-v3-1.5B-Chat,54,Low
Account_Alert,English (Malaysian Standard),Friendly/Casual,Typos (Realistic typing errors),SMS (Short <160 chars),`RM0 BIASISWA: Anda dikehendaki menghadiri Temuduga Biasiswa Terbuka Asasi 2018 di Perpustakaan Keningau: 22/3 @ 9am-3pm. Ibubapa diminta hadir bersama.`,benign,SeaLLM-v3-1.5B-Chat,23,Low
Charity_Donation,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Friendly/Casual,Typos (Realistic typing errors),Telegram (Group invite style),"```
You got receive money ah? Can transfer back? friendly C:043549841 C:0791429901
```",benign,SeaLLM-v3-1.5B-Chat,14,Low
Delivery_Update,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)",W.h.a.t.s.A.p.p! Please update me on the tracking status of my parcel. Can you share my tracking number and expected delivery date with me? I need to know if it's still on its way. Thanks! (Gmail example),benign,SeaLLM-v3-1.5B-Chat,95,Low
Marketing_Promo,Chinese (Simplified) - Malaysian context,Professional/Formal,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```
[YOUR BRAND NAME] berafalkan di Telegram (Group invite style):
1. Hanya RM1OOO! LELAKI LUMASI!
2. Walau sia, jangan lewatkan pameran ini.
3. Contoh: Shopee sales, GrabFood vouchers, bank credit card promotions.
```",benign,SeaLLM-v3-1.5B-Chat,8,Low
Marketing_Promo,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"""Dear valued customer, W.h.a.t.s.A.p.p. Grab your <URL> now with <RM_AMOUNT> RM promo. Use OTP <OTP> to claim your reward. Remember to <PHONE> for our next deals! 👍""",benign,SeaLLM-v3-1.5B-Chat,98,Low
Official_Notification,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Friendly/Casual,Clean (Perfect grammar),SMS (Short <160 chars),"140-160 kata

```txt
Dear [Nama],

Hello there! This is a friendly notification regarding your recent transaction with Maybank. 

Your account has been credited with [RM_AMOUNT] on [DATE] for your transaction on [TRANSACTION_DATE]. Please ensure that your account details are correct as we cannot confirm the transaction without this information. 

Please be advised that the OTP code has been sent to your registered phone number [PHONE]. Please check your registered phone number and confirm receipt of the OTP. 

Should you have any questions or concerns, do not hesitate to contact our customer service hotline at [CUT_OFF_NUMBER] or email us at [EMAIL_ADDRESS]. We appreciate your understanding and cooperation during this transaction. 

Kind regards,
Maybank Customer Service Team
```

```txt
Hello [Nama],

Hello there! This is a friendly notification regarding your recent",benign,SeaLLM-v3-1.5B-Chat,98,Low
Account_Alert,English (Malaysian Standard),Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"```
Kategori: Account_Alert
Bahasa: English (Malaysian Standard)
Nada: Neutral/Informative
Teknik: Leetspeak (u w0n pr1ze, RM1OOO)
Platform: SMS (Short <160 chars)
Konteks: Security or account alert from a service: login notification, password change confirmation, transaction approval request.
Keperluan:
- Gunakan konteks Malaysia: Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, Grab
- Gunakan placeholder: <URL>, <PHONE>, <RM_AMOUNT>, <OTP> jika sesuai
Output mesej benign sahaja (tanpa penerangan tambahan):
```",benign,SeaLLM-v3-1.5B-Chat,52,Low
Charity_Donation,English (Malaysian Standard),Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)",W.h.a.t.s.A.p.p: முந்தைய மாநிலத்திற்கு மன்ற கலந்து வருகின்ற நிறுவனங்கள் ஆன்லைன் ஆய்வு செய்ய விரும்புவோம்?,benign,SeaLLM-v3-1.5B-Chat,98,Low
Account_Alert,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Professional/Formal,Typos (Realistic typing errors),Telegram (Group invite style),"```plaintext
สวัสดีค่ะ/ครับ ขออภัยทีเดียวค่ะ/ครับ ที่จะแจ้งเตือนค่ะ/ครับ เกี่ยวกับข้อเท็จจริงและสถานการณ์ปัจจุบัน ดังนั้น ขอแจ้งเตือนด้วยว่า ขออนุญาตอ้างอิงข้อมูลล่าสุด ที่ล่าสุดเป็นการรับสมัครงานจากธนาคารออนไลน์ (EX) ด้วยที่ทำงานชั่วคราวดังนี้ มีการติดต่อจากธนาคาร ที่ทำการส่งไปยังอีเมล์ของคุณ ติดต่อกับธนาคารได้ที่",benign,SeaLLM-v3-1.5B-Chat,90,Low
Marketing_Promo,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),Your Pos Laju parcel is ready for delivery. Please confirm your details and pay COD amount RM25 at <URL>,benign,SeaLLM-v3-1.5B-Chat,63,Low
Official_Notification,English (Malaysian Standard),Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","<PRESIDIO_ANONYMIZED_PERSON>
To: <PRESIDIO_ANONYMIZED_PERSON>
From: [Official Notification Name]
Subject: RM100,000 Grand Prize on 500R for <PRESIDIO_ANONYMIZED_PERSON>

Dear <PRESIDIO_ANONYMIZED_PERSON>,

We are delighted to announce that you have won a Grand Prize of RM100,000 from the 500R Promotion conducted by Maybank and CIMB Bank. You have won this prize through our exclusive partnership with Touch n Go and J&T.

To claim your prize, kindly follow these simple steps:

1. Visit <URL> to claim your prize.
2. Enter your OTP (112854) that you received via SMS to complete the verification process.
3. Valid for",benign,SeaLLM-v3-1.5B-Chat,4,Medium
Official_Notification,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),Typos (Realistic typing errors),Telegram (Group invite style),"```plaintext
Hello [Member's Name],<br>
Your <URL> bank statement is available.<br>
Please check the details.<br>
Please contact our call center at <PHONE> if you have any questions.<br>
Kindly note that this is an automated message.<br>
In case of any issues, you can also contact our <RM_AMOUNT> account manager.<br>
Please provide your <OTP> for verification.<br>
Thank you.<br>
```",benign,SeaLLM-v3-1.5B-Chat,6,Low
Delivery_Update,Chinese (Simplified) - Malaysian context,Professional/Formal,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","```
11:54:28 AM
J&T
Pos Laju
Tracking Number: 123456789
Expected Delivery Time: 16:30
```",benign,SeaLLM-v3-1.5B-Chat,43,Low
Educational_Info,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"""Hello, you got receive money ah? Can transfer back? Calm/Reassuring... You got RM1OOO to spend on Touch n Go, J&T, Shopee, Grab, LHDN, CIMB, KWSP or PDRM. Transfer back to Calm/Reassuring...""",benign,SeaLLM-v3-1.5B-Chat,113,Low
Educational_Info,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Calm/Reassuring (alerts),Typos (Realistic typing errors),Telegram (Group invite style),"```
Hello, User.

Here are some useful tips to manage your finances in Malaysia:
1. Check your credit score regularly.
2. Use your credit card wisely.
3. Stay updated on the latest banking and finance news.
4. Keep your financial documents secure.
5. Avoid scams and frauds.

If you have any questions or need assistance, feel free to reach out to the relevant authorities or contact us at:
- Maybank: <URL> (Enter Maybank Customer Service number here)
- CIMB: <PHONE>
- LHDN: <URL>
- KWSP: <URL>
- Touch n Go: <URL>
- J&T: <URL>
- PDRM: <URL>
- Shopee: <URL>
- Grab: <URL>

Happy banking and financial management!

Assistant: Selamat datang di Majlis Penilaian K",benign,SeaLLM-v3-1.5B-Chat,63,Low
Marketing_Promo,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","""RM0 Pos Malaysia: Delivery suspended due to incorrect postcode. Please update your address to continue delivery: https://lihi.cc/2Z""

### Contoh:",benign,SeaLLM-v3-1.5B-Chat,13,Low
Delivery_Update,Chinese (Simplified) - Malaysian context,Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"```
Hello [NAMA], I'm an engineer working on an oil rig. Looking for a serious relationship. Can we chat on WhatsApp? Here's my number [PHONE]

[URL]

[OTP]
```",benign,SeaLLM-v3-1.5B-Chat,113,Medium
Marketing_Promo,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"```
สวัสดี ทุกท่าน! วันนี้ที่ไหนที่นี่ ไม่มีอะไรน่าห่วงเลย! 
หาเงินแล้วมาหาเราเลย ดีลสุดๆ ใช้รหัส [W.h.a.t.s.A.p.p] คลิกที่ [L ink] เพื่อเริ่มโปรโมชั่นที่นี่เลย!

ที่นี่ ไม่ได้มีอะไรน่าห่วงเลย! พบกับโปรโมชั่นล้ำค่าที่ทุกคนรอคอยมาแล้ว! ใช้รหัส [W.h.a.t.s.A.p.p] คลิกที่ [L ink] เพื่อเริ่มโปรโมชั่นที่นี่",benign,SeaLLM-v3-1.5B-Chat,26,Low
Account_Alert,English (Malaysian Standard),Friendly/Casual,Typos (Realistic typing errors),SMS (Short <160 chars),"```
Dear Maybank user,

You have successfully logged in to your account. Your account is currently active and secure. Thank you for choosing Maybank.

Best regards,
Maybank Group
```",benign,SeaLLM-v3-1.5B-Chat,63,Low
Official_Notification,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),Telegram (Group invite style),"(satu baris)
```
Dear [Full Name],

Thank you for your interest in our organization. We have received your application and will contact you shortly to inform you about the next steps. Please note that we do not have access to your bank account details, so please do not share them with anyone.

Yours sincerely,
[Your Name]
[Your Organization]
[Email Address]
```",benign,SeaLLM-v3-1.5B-Chat,65,Medium
Official_Notification,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"```
Your package is being held due to a missing house number. Please check and update the correct address: <URL>
```",benign,SeaLLM-v3-1.5B-Chat,51,Low
Account_Alert,English (Malaysian Standard),Neutral/Informative,Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","```
Hello,

You have received an alert. 
Please review this message.

URL: [URL]
Phone: [PHONE]
RM: [RM_AMOUNT]
OTP: [OTP]
```",benign,SeaLLM-v3-1.5B-Chat,79,Low
Marketing_Promo,English (Malaysian Standard),Friendly/Casual,Typos (Realistic typing errors),SMS (Short <160 chars),"```plaintext
Welcome to [URL]! Don't forget to [PHONE] for [RM_AMOUNT] worth of discount, grab our [OTP] promo code to save even more. Visit [URL] for exciting new products and [URL] for loyalty rewards. You can also redeem your [OTP] to receive [RM_AMOUNT] credit on your account. Thank you for choosing [URL]. [DID YOU KNOW? You can get [RM_AMOUNT] off your [URL] purchase with our [OTP] promo code. Use it now before it expires!]
```",benign,SeaLLM-v3-1.5B-Chat,108,Low
Charity_Donation,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"```plaintext
@everyone
I am reaching out to you all in good faith to make a contribution towards a good cause. For more information, please visit [link]. If you have any concerns, please reach out to me via [phone number] with your queries. Thanks for your support!
```",benign,SeaLLM-v3-1.5B-Chat,62,Low
